country,state,latitude,longitude,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,local_time
Malta,Malta,-6.9068159,-37.5217101,1,323.77,0.0,0.87,25.39,0.12,1.21,2.57,0.55,2024-12-14 21:33:04
Gambia,Gambia,7.5338587,-12.1774353,2,350.48,0.0,0.75,21.28,0.1,12.33,14.61,0.2,2024-12-15 00:33:04
Gambia,Gambia,7.0758239,-11.337339,1,357.15,0.0,0.57,18.24,0.07,8.65,11.46,0.14,2024-12-15 00:33:04
Gambia,Gambia,-6.8498893,146.7610737,1,195.27,0.01,0.06,3.17,0.02,0.5,0.6,0.03,2024-12-15 10:33:04
Gambia,Gambia,6.765833,-11.353056,1,387.19,0.0,0.66,39.34,0.32,4.71,8.51,1.27,2024-12-15 00:33:04
Gambia,Gambia,8.0390928,-12.4392142,2,280.38,0.0,0.33,19.31,0.05,23.69,29.11,0.22,2024-12-15 00:33:04
Nigeria,Nigeria,25.21490645,55.1747870695011,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Bahamas,Lucayan Archipelago,26.6613931,-78.2683534697903,2,216.96,0.0,0.28,88.69,0.22,5.36,15.22,0.0,2024-12-14 19:33:04
Bahamas,Bahamas Academy,25.0566039,-77.3262231884678,2,216.96,0.0,0.34,85.83,0.21,6.75,18.06,0.0,2024-12-14 19:33:04
Bahamas,Rancho Bahamas,33.5168797,-117.1455058,3,453.95,0.0,26.73,74.39,2.21,26.61,34.92,1.76,2024-12-14 16:33:04
Bahamas,Las Bahamas,-33.636441,-59.9892006,1,257.02,0.0,0.95,33.26,0.13,1.36,2.01,0.87,2024-12-14 21:33:04
Bahamas,SuperClubs Breezes Resort & Spa Bahamas,25.07053075,-77.3923216896241,2,216.96,0.0,0.34,85.83,0.21,6.75,18.06,0.0,2024-12-14 19:33:04
Kosovo,Kosovo,42.6202038,21.1561827,3,440.6,0.03,16.45,12.88,0.77,28.37,31.23,0.44,2024-12-15 01:33:04
Kosovo,Kosovo,42.6827994,21.170331594857,3,440.6,0.03,16.45,12.88,0.77,28.37,31.23,0.44,2024-12-15 01:33:04
Kosovo,Kosovo,41.72758285,21.1339335136168,1,283.72,0.0,3.64,30.76,0.37,6.54,7.86,0.9,2024-12-15 01:33:04
Kosovo,Kosovo,41.9113833,24.7024844,2,247.0,0.0,0.36,63.66,0.06,0.93,1.11,0.04,2024-12-15 02:33:04
Kosovo,Kosovo,42.5952682,22.5795647,1,247.0,0.0,0.99,57.22,0.53,2.77,3.2,0.04,2024-12-15 02:33:04
Kuwait,Kuwait City,29.3796532,47.9734174,5,240.33,0.0,1.41,83.69,3.16,170.26,915.4,0.28,2024-12-15 03:33:04
Kuwait,Kuwait,-0.1665291,35.6736908,1,203.61,0.0,1.84,25.39,0.06,7.63,16.53,1.55,2024-12-15 03:33:04
Kuwait,Kuwait,-12.0294672,-72.8601102,1,110.15,0.0,0.05,0.04,0.01,0.5,0.53,0.37,2024-12-14 19:33:04
Kuwait,Kuwait,25.2281399,55.1693558923819,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Maldives,Reethi Rah,4.5145134,73.3702993146377,1,260.35,0.0,0.03,39.34,0.03,1.01,1.61,0.0,2024-12-15 05:33:04
Maldives,The St. Regis Vommuli Resort,2.91135615,72.8660755330027,1,223.64,0.0,0.01,34.69,0.08,1.03,2.3,0.0,2024-12-15 05:33:04
Maldives,Villingili,-0.68088805,73.1937642273357,1,267.03,0.0,0.03,40.05,0.22,2.01,11.1,0.0,2024-12-15 05:33:04
Maldives,Didhoofinolhu,3.4983785,72.8955756898525,1,216.96,0.0,0.02,32.19,0.08,1.01,2.47,0.0,2024-12-15 05:33:04
Maldives,Maldives,25.22579785,55.1830467504737,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Iran,Horgan,29.1041362,54.4682475,2,236.99,0.0,3.13,84.4,1.16,20.12,41.87,0.0,2024-12-15 04:03:04
Iran,Abu Darda,34.406074,48.3712622,2,233.65,0.0,3.98,62.94,1.52,2.26,8.98,1.43,2024-12-15 04:03:04
Iran,Iran,-12.853783,-73.6051796,1,180.24,0.0,0.48,5.01,0.39,1.43,1.76,3.14,2024-12-14 19:33:04
Iran,Iran,25.2302542,55.1726043349967,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Iran,Iran,-11.0970443,-67.4568978,1,146.87,0.0,0.1,0.6,0.01,0.5,0.52,0.02,2024-12-14 20:33:04
Albania,Albania,5.7587654,-73.9151617,1,146.87,0.02,0.5,4.38,0.12,2.07,2.93,1.46,2024-12-14 19:33:04
Albania,Albania,11.1577716,-72.5992388,1,198.6,0.0,3.81,21.82,0.16,1.78,3.38,0.79,2024-12-14 19:33:04
Albania,Albania,1.3290058,-75.8786065,1,156.88,0.01,0.75,7.6,0.07,1.23,1.53,0.46,2024-12-14 19:33:04
Albania,Arbanija,43.5127714,16.3016943,1,280.38,0.0,2.79,39.34,0.1,2.09,2.46,0.74,2024-12-15 01:33:04
Albania,Çorraj,40.1156431,19.8630976,1,223.64,0.0,0.7,57.94,0.32,2.6,3.16,0.67,2024-12-15 01:33:04
Brazil,Brazil,39.523652,-87.1250154,1,307.08,0.0,6.6,59.37,0.4,4.43,4.56,0.11,2024-12-14 19:33:04
Brazil,Brazil,-0.1813973,30.3640168,2,473.98,0.04,6.68,12.52,0.22,13.15,20.93,32.93,2024-12-15 03:33:04
Brazil,Brazil,10.5616721,-61.2751156,1,243.66,0.01,5.23,30.76,1.21,1.59,3.62,1.79,2024-12-14 20:33:04
Brazil,Brazil,9.6895929,125.4499358,2,195.27,0.09,1.29,70.1,0.95,1.57,4.78,0.15,2024-12-15 08:33:04
Brazil,Brazil,53.4608183,-6.26444297026868,2,220.3,0.0,0.54,77.96,0.24,1.28,3.82,0.49,2024-12-15 00:33:04
Serbia,Servia,40.1849172,22.0003528,1,270.37,0.0,0.96,52.21,0.32,7.16,7.48,2.09,2024-12-15 02:33:04
Serbia,Serbia,51.3988889,22.8097222,2,327.11,0.0,9.43,38.27,2.41,16.53,16.93,0.16,2024-12-15 01:33:04
Serbia,Sharbi`,36.2085113,37.5613681,1,250.34,0.0,1.15,43.99,0.35,2.21,5.22,1.71,2024-12-15 03:33:04
Belize,Belize City,17.5000543,-88.2003115,2,213.62,0.0,0.35,64.37,0.17,3.91,5.39,0.02,2024-12-14 18:33:04
Belize,Belize City,17.5000543,-88.2003115,2,213.62,0.0,0.35,64.37,0.17,3.91,5.39,0.02,2024-12-14 18:33:04
Belize,Belize,-4.6401237,12.7604903,1,290.39,0.0,0.2,3.84,0.02,3.63,3.89,0.02,2024-12-15 01:33:04
Belize,Belize,-17.5754678,-62.106781,1,307.08,0.0,0.88,1.54,0.04,1.85,2.01,0.14,2024-12-14 20:33:04
Myanmar,Burma,25.2335648,55.1776910695079,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Bhutan,bhutan,33.0204804,75.6458366,2,323.77,0.07,13.2,66.52,1.45,8.35,11.05,49.14,2024-12-15 06:03:04
Venezuela,Venezuela,21.7394241,-78.7955599,2,213.62,0.0,0.54,68.67,0.79,3.27,11.89,0.26,2024-12-14 19:33:04
Venezuela,Barriada Venezuela,18.39401295,-66.0532998317247,1,186.92,0.0,0.52,37.55,0.32,0.58,1.77,0.59,2024-12-14 20:33:04
Venezuela,Venezuela,-6.7903958,-70.2537182,1,98.47,0.0,0.03,0.06,0.02,0.5,0.51,0.01,2024-12-14 19:33:04
Venezuela,Venezuela,-3.2765505,-79.9658856,1,230.31,0.0,1.39,37.19,1.22,5.39,13.47,0.07,2024-12-14 19:33:04
Venezuela,Venezuela,-0.930304,-78.6318938,1,210.29,0.04,5.27,15.38,0.69,2.41,3.39,6.21,2024-12-14 19:33:04
Liberia,Liberia,10.6333401,-85.4362722,1,198.6,0.0,1.03,42.56,0.88,2.61,4.32,1.31,2024-12-14 18:33:04
Liberia,Liberia,3.5315157,99.0630896,3,847.82,1.63,7.63,6.88,1.59,30.13,46.21,2.98,2024-12-15 07:33:04
Liberia,Liberia,0.6744049,124.33822,1,236.99,0.08,0.44,26.82,0.15,1.43,1.82,0.43,2024-12-15 08:33:04
Liberia,Liberia (El Charcon),7.3809466,-74.9990842,1,155.21,0.0,0.35,10.73,0.08,2.98,3.77,0.43,2024-12-14 19:33:04
Liberia,Liberia,8.9409167,17.3157,4,216.96,0.0,0.1,62.23,0.88,64.1,137.75,0.0,2024-12-15 01:33:04
Jamaica,Jamaica,40.7029134,-73.8006429,2,634.19,28.39,57.58,0.04,9.54,20.19,28.87,6.52,2024-12-14 19:33:04
Jamaica,Jamaica,41.8460595,-94.3081492,1,307.08,0.0,9.6,38.98,0.1,8.94,9.05,0.32,2024-12-14 18:33:04
Jamaica,Jamaica,43.1001334,-72.7784018,2,277.04,0.0,4.2,66.52,0.15,1.79,2.01,0.42,2024-12-14 19:33:04
Jamaica,Jamaica,18.1152958,-77.1598454610168,1,208.62,0.0,0.86,55.79,1.8,2.4,3.29,0.15,2024-12-14 19:33:04
Jamaica,Jamaica,-21.53031185,-51.6268714125,1,397.21,0.01,2.68,8.85,0.19,2.24,2.39,1.58,2024-12-14 21:33:04
Poland,Poland,41.024226,-80.614795,1,317.1,0.0,15.94,48.64,9.66,9.62,11.29,0.59,2024-12-14 19:33:04
Poland,Poland,44.060946,-70.394211,2,273.71,0.0,3.21,67.23,0.93,1.65,2.2,0.7,2024-12-14 19:33:04
Poland,Town of Poland,42.1466962,-79.1084697,2,260.35,0.0,4.76,67.23,2.77,3.43,3.85,0.29,2024-12-14 19:33:04
Poland,Village of Poland,43.225693,-75.06134,1,260.35,0.0,3.26,54.36,0.05,1.36,2.01,0.36,2024-12-14 19:33:04
Poland,Poland,39.4442104,-86.950845,2,300.41,0.0,6.94,60.8,0.7,4.4,4.56,0.12,2024-12-14 19:33:04
Cayman Islands,Cayman Islands,19.3298691,-81.1712290799489,2,198.6,0.0,0.12,80.11,0.25,3.29,15.42,0.04,2024-12-14 19:33:04
Brunei,Lapangan Terbang Antarabangsa Brunei,4.9450503,114.926709155023,2,460.63,0.23,2.79,62.23,1.49,3.24,3.48,2.12,2024-12-15 08:33:04
Comoros,Cômoros,40.1132313,-8.2614827,1,257.02,0.0,5.36,23.6,0.27,2.96,3.99,0.23,2024-12-15 00:33:04
Guam,Guam,13.4501257,144.757551029721,2,186.92,0.01,0.07,61.51,0.3,4.13,18.97,0.0,2024-12-15 10:33:04
Guam,Guam,13.4459805,144.7391922,2,186.92,0.01,0.07,61.51,0.3,4.13,18.97,0.0,2024-12-15 10:33:04
Guam,Guam,36.9019959,-89.8236976,2,253.68,0.0,3.68,62.94,0.25,3.66,3.81,0.26,2024-12-14 18:33:04
Guam,Gouam,9.9038445,17.5917599,4,216.96,0.0,0.1,70.81,0.73,62.04,148.56,0.0,2024-12-15 01:33:04
Tonga,Tonga,4.969409,10.699308,2,373.84,0.0,0.74,22.17,0.17,19.45,31.28,0.76,2024-12-15 01:33:04
Tonga,Tonga,27.2525504,77.4989533,4,720.98,2.12,19.19,27.54,1.54,67.9,89.8,20.27,2024-12-15 06:03:04
Tonga,Tonga,14.0410669,-0.4585097,4,216.96,0.0,0.44,62.94,0.08,41.71,137.21,1.39,2024-12-15 00:33:04
Tonga,Tonga,3.4344871,12.6726048,1,320.44,0.0,0.23,5.41,0.03,7.95,11.46,0.05,2024-12-15 01:33:04
Tonga,Tonga,11.350999,7.231517,5,467.3,0.0,2.79,67.95,1.86,111.54,349.2,5.57,2024-12-15 01:33:04
Ghana,Ghana,21.5718877,77.4865715255821,3,337.12,0.18,2.44,59.37,2.33,31.02,36.01,5.13,2024-12-15 06:03:04
Ghana,Ghana,-8.8896449,33.4320817166,2,494.0,0.0,2.55,18.42,0.46,12.07,15.23,4.31,2024-12-15 03:33:04
Ghana,Ghana,21.5729154,77.4769914,3,337.12,0.18,2.44,59.37,2.33,31.02,36.01,5.13,2024-12-15 06:03:04
Ghana,Ghana,27.6611897,74.8883378,4,607.49,0.55,12.51,47.92,1.74,71.2,130.06,31.67,2024-12-15 06:03:04
Ghana,Ghana,25.9912624,74.7832811,4,614.17,0.95,15.59,44.35,1.71,67.69,93.31,16.21,2024-12-15 06:03:04
Chad,chad,32.7600402,76.0706663,2,303.75,0.15,15.25,62.23,1.12,3.82,6.7,36.48,2024-12-15 06:03:04
Chad,Chad,36.9698137,-83.0226637,2,233.65,0.0,1.82,92.98,0.69,3.26,3.86,0.33,2024-12-14 19:33:04
Chad,Chad,25.21898535,55.172606030919,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Chad,Chad,32.7984017,75.9042195,2,267.03,0.07,7.97,67.23,0.81,7.69,10.63,15.45,2024-12-15 06:03:04
Zimbabwe,Zimbabwe,4.7609886,-6.66608,1,350.48,0.0,0.34,25.03,0.12,3.51,5.66,0.34,2024-12-15 00:33:04
Zimbabwe,Zimbabwe,25.21647445,55.1794319918398,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Saint Martin,Saint Martin (France),18.0814066,-63.0467131,2,195.27,0.0,0.73,75.82,1.45,1.34,3.84,0.0,2024-12-14 20:33:04
Saint Martin,Saint-Martin,48.5683066,6.7539988,2,387.19,0.0,11.31,33.98,0.92,20.73,21.31,0.21,2024-12-15 01:33:04
Saint Martin,Saint-Martin,48.3500473,7.2904854,2,340.46,0.0,6.51,38.98,0.84,17.57,17.81,0.04,2024-12-15 01:33:04
Saint Martin,Saint-Martin,43.1603797,0.0868703,2,226.97,0.0,0.63,77.25,0.08,0.5,0.56,0.29,2024-12-15 01:33:04
Saint Martin,Saint-Martin,43.5069444,0.3761111,2,240.33,0.0,1.46,60.08,0.07,0.6,0.74,0.56,2024-12-15 01:33:04
Mongolia,Mongolia,43.9382593,-79.2235563,2,273.71,0.0,8.14,60.08,3.19,3.1,4.71,0.57,2024-12-14 19:33:04
Mongolia,Mongolia,25.2411416,55.1736936209677,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Mongolia,Монголія,50.376611,31.8387272,2,236.99,0.0,1.06,70.81,1.71,1.72,1.93,0.89,2024-12-15 02:33:04
Mongolia,Монголия,54.649302,29.6093304,1,293.73,0.0,4.07,52.93,3.37,9.28,9.66,0.77,2024-12-15 03:33:04
Portugal,Portugal,-1.6292632,-45.2368151,1,363.83,0.0,0.09,21.46,0.07,1.99,5.17,0.03,2024-12-14 21:33:04
Portugal,Portugal,-12.672778,15.609444,1,327.11,0.01,1.26,4.29,0.16,5.69,8.19,0.28,2024-12-15 01:33:04
Portugal,Portugal,28.5594256,-16.218878,2,230.31,0.0,1.65,76.53,0.41,16.07,24.78,0.13,2024-12-15 00:33:04
Portugal,Portugal,44.7973195,0.5946528,1,337.12,0.01,6.86,17.88,0.21,9.96,10.21,1.93,2024-12-15 01:33:04
Portugal,Portugal,-21.5534483,-42.8098584,1,330.45,0.0,1.78,16.45,0.2,1.34,1.9,1.31,2024-12-14 21:33:04
Belgium,Belgium,40.0620915,-87.6392353,1,307.08,0.0,8.14,55.08,1.01,4.63,4.86,0.13,2024-12-14 18:33:04
Belgium,Belgium,43.4997212,-87.850367,2,263.69,0.0,6.17,71.53,3.04,6.92,7.45,0.09,2024-12-14 18:33:04
Belgium,Belgium,39.3237019,-80.1161923,2,343.8,0.0,13.2,53.64,2.3,23.26,25.46,0.46,2024-12-14 19:33:04
Belgium,Belgium,43.1764566,-76.2746515,1,353.81,0.0,16.62,45.78,1.52,8.0,9.21,1.52,2024-12-14 19:33:04
Israel,Nein,32.6307267,35.3488686,2,253.68,0.0,4.97,67.23,3.67,11.82,38.81,1.63,2024-12-15 02:33:04
Israel,Israel,39.3181528,-79.8109014,2,330.45,0.0,12.17,55.08,3.37,20.51,22.64,0.63,2024-12-14 19:33:04
Israel,Israel,-16.4195833,-71.4860378,2,233.65,0.0,7.28,39.7,4.11,6.98,24.98,0.85,2024-12-14 19:33:04
Israel,Israel,-16.1610089,-67.1505082,1,79.27,0.05,0.13,0.01,0.07,0.5,0.66,0.5,2024-12-14 20:33:04
Israel,Israel,-17.2222493,-64.8385854,1,125.17,0.03,0.29,0.08,0.06,0.5,0.83,0.64,2024-12-14 20:33:04
New Zealand,New Zealand,46.4099904,-62.313043,2,236.99,0.0,0.76,70.81,1.74,0.5,1.06,0.02,2024-12-14 20:33:04
New Zealand,New Zealand,25.23877845,55.2004568074261,5,270.37,0.0,2.64,128.75,8.11,79.03,243.73,0.0,2024-12-15 04:33:04
New Zealand,New Zealand,52.9257201,-1.4993394,2,226.97,0.0,2.38,71.53,0.67,0.99,1.84,0.55,2024-12-15 00:33:04
New Zealand,New Zealand,51.497232,-1.9838755,2,236.99,0.0,4.03,66.52,0.77,1.08,2.47,0.57,2024-12-15 00:33:04
Nicaragua,Nicaragua,28.3929796,-109.9816718,3,250.34,0.0,2.31,110.15,3.07,7.5,12.98,2.5,2024-12-14 17:33:04
Nicaragua,Nicaragua,7.6847038,-75.4083503,1,175.24,0.0,0.81,16.27,0.1,3.07,4.05,2.41,2024-12-14 19:33:04
Nicaragua,Nicaragua,8.6673374,-72.3398717,1,183.58,0.0,1.24,15.02,0.05,1.56,1.9,1.76,2024-12-14 20:33:04
Nicaragua,Nicaragua,7.7414666,-75.391148,1,191.93,0.0,1.33,14.48,0.14,3.45,4.64,2.88,2024-12-14 19:33:04
Nicaragua,Nicaragua,-12.7972667,-67.0459767,1,135.18,0.0,0.02,0.07,0.0,0.5,0.51,0.05,2024-12-14 20:33:04
Anguilla,Anguilla,32.9740155,-90.8245437,2,253.68,0.0,3.34,63.66,0.75,4.74,5.47,0.11,2024-12-14 18:33:04
Anguilla,Anguilla,18.2179997,-63.0400727019177,2,191.93,0.0,0.37,77.96,0.54,1.35,3.97,0.0,2024-12-14 20:33:04
Anguilla,Anguilla,-3.9123829,-73.6625268,1,131.85,0.0,0.01,1.95,0.0,0.5,0.54,0.01,2024-12-14 19:33:04
Anguilla,Anguilla,31.2555052,-81.603439,2,243.66,0.0,1.0,90.84,0.69,5.25,13.01,0.03,2024-12-14 19:33:04
South Georgia,South Georgia,-54.43393195,-36.4946518633466,1,200.27,0.0,0.01,17.7,0.18,0.5,0.55,0.0,2024-12-14 22:33:04
Grenada,Granada,37.1734995,-3.5995337,1,253.68,0.0,6.77,51.5,0.61,2.5,2.89,2.22,2024-12-15 01:33:04
Grenada,Grenada,33.7690049,-89.8084192,2,230.31,0.0,1.56,74.39,0.21,3.12,3.87,0.17,2024-12-14 18:33:04
Grenada,Grenada,41.6457629,-122.5230074,1,323.77,0.0,14.57,46.49,0.02,2.33,2.49,1.09,2024-12-14 16:33:04
Grenada,Grenada,12.11119355,-61.6865971157082,1,220.3,0.0,0.56,55.08,0.47,1.08,3.84,0.09,2024-12-14 20:33:04
Grenada,Grenada,12.1192425,-86.2453463,1,205.28,0.0,1.02,54.36,1.54,0.76,1.38,0.41,2024-12-14 18:33:04
Switzerland,Switzerland,55.0473993,24.2586917,1,320.44,0.0,12.0,30.4,0.66,4.2,4.31,0.12,2024-12-15 02:33:04
Switzerland,Switzerland,30.0760748,-81.6473133,2,236.99,0.0,5.01,90.84,2.06,3.22,8.39,0.19,2024-12-14 19:33:04
Switzerland,Switzerland,25.224427,55.1655176439452,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Switzerland,Switzerland,32.4276903,-81.0087199,2,253.68,0.0,2.04,86.55,3.4,5.11,9.84,0.14,2024-12-14 19:33:04
Sierra Leone,Freetown,8.479004,-13.26795,4,293.73,0.0,0.24,63.66,0.2,51.48,92.49,0.45,2024-12-15 00:33:04
Sierra Leone,Bumbuna Town,9.0432105,-11.7465822,3,280.38,0.0,0.86,13.23,0.14,26.59,49.73,1.36,2024-12-15 00:33:04
Sierra Leone,Sierra Leone,33.43010225,-111.565593734326,2,247.0,0.0,5.01,89.41,0.4,7.67,17.28,1.09,2024-12-14 17:33:04
Hungary,Hungary,41.9767629,-72.7789842,2,273.71,0.0,4.76,71.53,0.19,1.83,3.14,0.45,2024-12-14 19:33:04
Taiwan,Taiwan,23.5983227,120.835376944792,3,420.57,2.6,7.71,68.67,2.27,48.19,53.56,3.36,2024-12-15 08:33:04
Taiwan,Taiwan,25.2401252,55.1854322047297,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Taiwan,Taiwan,-6.3315938,146.3632284,1,176.91,0.01,0.07,12.34,0.06,0.61,0.66,0.0,2024-12-15 10:33:04
Taiwan,Taiwán,10.2804258,-84.9656911,1,188.59,0.0,0.48,44.7,7.39,1.86,1.95,0.26,2024-12-14 18:33:04
Barbados,Barbados,13.1899463,-59.5592151097541,1,240.33,0.0,1.52,58.65,1.01,1.82,5.98,1.35,2024-12-14 20:33:04
Barbados,Barbados,-19.5180038,-40.5786068,1,327.11,0.0,0.56,24.68,0.06,0.78,1.84,0.21,2024-12-14 21:33:04
Barbados,Barbados,-25.3818203,-48.224133,1,173.57,0.01,0.9,0.98,0.03,1.81,1.91,0.14,2024-12-14 21:33:04
Barbados,Barbados,-19.5248148,-40.5823626,1,327.11,0.0,0.56,24.68,0.06,0.78,1.84,0.21,2024-12-14 21:33:04
Barbados,Barbados,5.0303683,-74.8815116,1,211.95,0.04,3.09,11.18,0.6,4.86,5.87,1.27,2024-12-14 19:33:04
Ivory Coast,Ivory Coast,25.2149241,55.1713612141582,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Tunisia,Tunis,36.8002068,10.1857757,2,236.99,0.0,0.44,78.68,0.28,2.31,3.74,0.12,2024-12-15 01:33:04
Tunisia,Borj Cédria,36.6964922,10.3857098,2,320.44,0.0,6.17,57.22,4.83,19.23,40.46,0.82,2024-12-15 01:33:04
Italy,Italy,32.1840381,-96.8847194,2,350.48,0.0,17.65,54.36,1.42,10.63,19.11,1.24,2024-12-14 18:33:04
Italy,Italy,-25.148238,46.7608897,1,233.65,0.01,0.53,14.48,0.12,3.46,6.48,0.36,2024-12-15 03:33:04
Italy,Town of Italy,42.611735,-77.2919246,1,283.72,0.0,6.77,52.93,1.3,4.61,5.29,1.24,2024-12-14 19:33:04
Italy,Italy,33.4485003,-79.5408964,2,253.68,0.0,1.41,83.69,1.43,4.6,8.41,0.53,2024-12-14 19:33:04
Italy,Italy,25.22217815,55.1653703578346,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Benin,Benin City,6.3330586,5.6221058,3,881.2,0.07,7.63,10.82,1.83,37.74,47.5,3.45,2024-12-15 01:33:04
Benin,Karaağaç,38.430336,40.864254,2,216.96,0.0,3.0,63.66,2.12,1.96,2.51,7.22,2024-12-15 03:33:04
Benin,Бенин,53.7545091,25.8337996,1,317.1,0.0,7.03,39.34,1.28,6.28,6.35,0.35,2024-12-15 03:33:04
Indonesia,Pulau Bali,-8.4560181,115.270385511912,1,507.36,0.27,4.11,52.21,1.03,6.01,7.04,2.6,2024-12-15 08:33:04
Indonesia,Flores,-8.50998605,120.598150147635,1,323.77,0.03,0.51,45.78,0.1,6.61,6.93,0.67,2024-12-15 08:33:04
Indonesia,Indonesia,-8.1153337,115.1083287,1,487.33,0.09,1.02,56.51,0.18,9.01,9.86,0.17,2024-12-15 08:33:04
Cape Verde,Cape Verde,17.05552855,-25.1723049113636,2,220.3,0.0,0.31,64.37,0.16,12.66,22.22,0.56,2024-12-14 23:33:04
Laos,Laos,10.244733,123.2310396,1,211.95,0.13,0.7,45.78,0.74,3.64,4.33,0.93,2024-12-15 08:33:04
Laos,Güzle,40.499847,37.670719,2,236.99,0.0,3.13,65.09,0.53,2.87,3.13,5.07,2024-12-15 03:33:04
Caribbean Netherlands,Caribbean Netherlands,17.56187,-63.1380042496403,2,203.61,0.0,0.77,71.53,0.75,1.63,3.98,0.0,2024-12-14 20:33:04
Uganda,Uganda,11.3163165,4.948482,4,313.76,0.0,0.76,71.53,0.74,69.12,175.94,2.19,2024-12-15 01:33:04
Uganda,Uganda,25.22039845,55.176060368274,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Uganda,Uganda,55.60240605,12.5821042265937,2,226.97,0.0,0.65,85.83,0.21,0.5,1.61,0.27,2024-12-15 01:33:04
Andorra,Andorra la Vella,42.5069391,1.5212467,2,201.94,0.0,0.4,62.94,0.02,0.5,0.52,0.67,2024-12-15 01:33:04
Andorra,Andorra,40.9753365,-0.4442782,2,247.0,0.0,0.54,67.23,0.21,2.13,2.32,0.46,2024-12-15 01:33:04
Andorra,Andorra,40.072611,-75.2312899,2,560.76,4.36,68.55,0.86,4.89,19.74,28.32,3.45,2024-12-14 19:33:04
Andorra,Andorra,-33.0781661,-71.5834111,1,300.41,0.0,5.18,29.33,1.25,7.9,15.77,1.09,2024-12-14 21:33:04
Andorra,Andorra,42.6148017,2.0967819,2,220.3,0.0,0.41,68.67,0.02,0.5,0.51,0.09,2024-12-15 01:33:04
South Africa,Dinga,-23.0448322,30.7144804,1,191.93,0.0,0.19,30.04,0.32,2.99,7.17,0.12,2024-12-15 02:33:04
South Africa,Jimmy Jones,-23.0379481,30.6493787,1,191.93,0.0,0.19,30.04,0.32,2.99,7.17,0.12,2024-12-15 02:33:04
South Africa,Valdezia,-23.1128208,30.1923468,1,191.93,0.0,0.2,28.97,0.23,2.84,7.19,0.06,2024-12-15 02:33:04
South Africa,South Africa,25.213201,55.1832777931663,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
France,France,46.2337295,5.3538775,2,327.11,0.0,3.13,47.21,0.25,16.83,17.16,0.68,2024-12-15 01:33:04
France,France,46.3841042,4.5443539,2,317.1,0.0,2.74,45.42,0.21,17.05,17.3,0.74,2024-12-15 01:33:04
France,France,45.6031355,-0.8478485,1,257.02,0.0,3.77,43.27,0.63,4.24,4.89,0.78,2024-12-15 01:33:04
France,France,43.9896575,0.0576943,1,240.33,0.0,1.48,45.78,0.04,0.65,0.85,0.38,2024-12-15 01:33:04
France,France,44.4325209,0.9806158,1,317.1,0.0,5.1,21.46,0.09,8.5,8.77,1.39,2024-12-15 01:33:04
Libya,Libya,25.22041215,55.170417014628,4,260.35,0.0,0.71,131.61,10.25,62.79,183.8,0.0,2024-12-15 04:33:04
Mexico,Mexico City,19.4326296,-99.1331785,2,290.39,0.0,17.31,43.63,30.99,5.93,8.73,1.55,2024-12-14 18:33:04
Mexico,Mexico,39.1697626,-91.8829484,2,263.69,0.0,3.04,62.23,0.36,2.37,2.47,0.18,2024-12-14 18:33:04
Mexico,Town of Mexico,43.459514,-76.228818,2,273.71,0.0,3.64,62.94,0.24,2.4,2.8,0.5,2024-12-14 19:33:04
Mexico,Mexico,15.0643509,120.720544,2,400.54,0.53,3.3,82.97,1.86,9.77,12.38,3.01,2024-12-15 08:33:04
Mexico,Mexico,44.56112,-70.545959,2,283.72,0.0,5.06,60.08,1.65,2.39,2.77,1.01,2024-12-14 19:33:04
Gabon,Gabon,14.1277147,122.912073,2,233.65,0.01,0.19,70.1,0.26,6.06,12.96,0.0,2024-12-15 08:33:04
Gabon,Gabon (CLER),-3.5562367,17.9635598,1,357.15,0.0,0.44,0.97,0.02,5.74,7.69,0.05,2024-12-15 01:33:04
Gabon,Gabon,9.1296833,18.25915,3,243.66,0.0,0.12,52.21,0.77,41.34,78.95,0.04,2024-12-15 01:33:04
